timestamp,value_hr,value_eda,temp
2013-02-20 17:55:19.000,,0.0,0.6568265682656831
2013-02-20 17:55:19.250,,0.003240596421496315,0.6568265682656831
2013-02-20 17:55:19.500,,0.0008099910274998593,0.6568265682656831
2013-02-20 17:55:19.750,,0.004051219760493051,0.6568265682656831
2013-02-20 17:55:20.000,,0.004051219760493051,0.6568265682656831
2013-02-20 17:55:20.250,,0.004051219760493051,0.6568265682656831
2013-02-20 17:55:20.500,,0.0024306053939964554,0.6568265682656831
2013-02-20 17:55:20.750,,0.004861210787992911,0.6568265682656831
2013-02-20 17:55:21.000,,0.004051219760493051,0.6697416974169732
2013-02-20 17:55:21.250,,0.0024306053939964554,0.6697416974169732
2013-02-20 17:55:21.500,,0.004861210787992911,0.6697416974169732
2013-02-20 17:55:21.750,,0.003240596421496315,0.6697416974169732
2013-02-20 17:55:22.000,,0.004861210787992911,0.6826568265682642
2013-02-20 17:55:22.250,,0.004051219760493051,0.6826568265682642
2013-02-20 17:55:22.500,,0.0024306053939964554,0.6826568265682642
2013-02-20 17:55:22.750,,0.004861210787992911,0.6826568265682642
2013-02-20 17:55:23.000,,0.004051219760493051,0.6826568265682642
2013-02-20 17:55:23.250,,0.003240596421496315,0.6826568265682642
2013-02-20 17:55:23.500,,0.004861210787992911,0.6826568265682642
2013-02-20 17:55:23.750,,0.0024306053939964554,0.6826568265682642
2013-02-20 17:55:24.000,,0.004861210787992911,0.0
2013-02-20 17:55:24.250,,0.004861210787992911,0.0
2013-02-20 17:55:24.500,,0.0024306053939964554,0.0
2013-02-20 17:55:24.750,,0.0024306053939964554,0.0
2013-02-20 17:55:25.000,,0.004051219760493051,0.17712177121771155
2013-02-20 17:55:25.250,,0.0024306053939964554,0.17712177121771155
2013-02-20 17:55:25.500,,0.0056712018154927695,0.17712177121771155
2013-02-20 17:55:25.750,,0.003240596421496315,0.17712177121771155
2013-02-20 17:55:26.000,,0.003240596421496315,0.4870848708487081
2013-02-20 17:55:26.250,,0.004051219760493051,0.4870848708487081
2013-02-20 17:55:26.500,,0.003240596421496315,0.4870848708487081
2013-02-20 17:55:26.750,,0.0024306053939964554,0.4870848708487081
2013-02-20 17:55:27.000,,0.004051219760493051,0.5645756457564568
2013-02-20 17:55:27.250,,0.003240596421496315,0.5645756457564568
2013-02-20 17:55:27.500,,0.0024306053939964554,0.5645756457564568
2013-02-20 17:55:27.750,,0.004861210787992911,0.5645756457564568
2013-02-20 17:55:28.000,,0.01539362339147859,0.5645756457564568
2013-02-20 17:55:28.250,,0.004861210787992911,0.5645756457564568
2013-02-20 17:55:28.500,,0.004051219760493051,0.5645756457564568
2013-02-20 17:55:28.750,,0.0024306053939964554,0.5645756457564568
2013-02-20 17:55:29.000,0.16239460370994951,0.007291816181989366,0.5535055350553506
2013-02-20 17:55:29.250,0.16239460370994951,0.0218754485459681,0.5535055350553506
2013-02-20 17:55:29.500,0.16239460370994951,0.008101807209489225,0.5535055350553506
2013-02-20 17:55:29.750,0.16239460370994951,0.007291816181989366,0.5535055350553506
